Symbol,Date,50 vs 20 EMA Cross
MLBS,2023-12-17,MLBS - 2023-12-17 00:00:00 - Bear Close: 706.1
SHINE,2023-12-17,SHINE - 2023-12-17 00:00:00 - Bear Close: 420.0
SHPC,2023-12-17,SHPC - 2023-12-17 00:00:00 - Bear Close: 356.0
ICFC,2023-12-17,ICFC - 2023-12-17 00:00:00 - Bear Close: 487.9
LSL,2023-12-17,LSL - 2023-12-17 00:00:00 - Bear Close: 191.8
JOSHI,2023-12-17,JOSHI - 2023-12-17 00:00:00 - Bear Close: 238.9
SJCL,2023-12-17,SJCL - 2023-12-17 00:00:00 - Bear Close: 282.5
DHPL,2023-12-17,DHPL - 2023-12-17 00:00:00 - Bear Close: 182.0
STC,2023-12-17,STC - 2023-12-17 00:00:00 - Bear Close: 5250.0
RADHI,2023-12-17,RADHI - 2023-12-17 00:00:00 - Bear Close: 238.9
BPW,2023-12-17,BPW - 2023-12-17 00:00:00 - Bear Close: 1046.0
NMBMF,2023-12-17,NMBMF - 2023-12-17 00:00:00 - Bear Close: 565.0
AKJCL,2023-12-14,AKJCL - 2023-12-14 00:00:00 - Bear Close: 189.0
MLBL,2023-12-14,MLBL - 2023-12-14 00:00:00 - Bear Close: 327.0
MEL,2023-12-14,MEL - 2023-12-14 00:00:00 - Bear Close: 197.9
HURJA,2023-12-14,HURJA - 2023-12-14 00:00:00 - Bear Close: 270.0
SPDL,2023-12-14,SPDL - 2023-12-14 00:00:00 - Bear Close: 198.4
EDBL,2023-12-14,EDBL - 2023-12-14 00:00:00 - Bear Close: 355.1
FINANCE,2023-12-14,FINANCE - 2023-12-14 00:00:00 - Bear Close: 1779.46
MKJC,2023-12-14,MKJC - 2023-12-14 00:00:00 - Bear Close: 360.6
KSBBL,2023-12-14,KSBBL - 2023-12-14 00:00:00 - Bear Close: 329.5
HYDROPOWER,2023-12-14,HYDROPOWER - 2023-12-14 00:00:00 - Bear Close: 2220.59
BPCL,2023-12-14,BPCL - 2023-12-14 00:00:00 - Bear Close: 315.0
ENL,2023-12-14,ENL - 2023-12-14 00:00:00 - Bear Close: 877.9
RFPL,2023-12-14,RFPL - 2023-12-14 00:00:00 - Bear Close: 241.0
SPL,2023-12-14,SPL - 2023-12-14 00:00:00 - Bear Close: 765.0
CHL,2023-12-14,CHL - 2023-12-14 00:00:00 - Bear Close: 245.0
UNHPL,2023-12-14,UNHPL - 2023-12-14 00:00:00 - Bear Close: 186.4
SMHL,2023-12-14,SMHL - 2023-12-14 00:00:00 - Bear Close: 388.0
GMFIL,2023-12-14,GMFIL - 2023-12-14 00:00:00 - Bear Close: 378.0
GUFL,2023-12-14,GUFL - 2023-12-14 00:00:00 - Bear Close: 528.9
BFC,2023-12-14,BFC - 2023-12-14 00:00:00 - Bear Close: 325.0
SRLI,2023-12-14,SRLI - 2023-12-14 00:00:00 - Bear Close: 494.0
SALICO,2023-12-13,SALICO - 2023-12-13 00:00:00 - Bear Close: 729.0
BBC,2023-12-13,BBC - 2023-12-13 00:00:00 - Bear Close: 3804.0
MKHC,2023-12-13,MKHC - 2023-12-13 00:00:00 - Bear Close: 239.0
DEVBANK,2023-12-13,DEVBANK - 2023-12-13 00:00:00 - Bear Close: 3889.56
USHEC,2023-12-13,USHEC - 2023-12-13 00:00:00 - Bear Close: 262.0
UPCL,2023-12-13,UPCL - 2023-12-13 00:00:00 - Bear Close: 205.0
KDL,2023-12-13,KDL - 2023-12-13 00:00:00 - Bear Close: 865.0
SGHC,2023-12-13,SGHC - 2023-12-13 00:00:00 - Bear Close: 260.2
NFS,2023-12-13,NFS - 2023-12-13 00:00:00 - Bear Close: 320.0
UMHL,2023-12-13,UMHL - 2023-12-13 00:00:00 - Bear Close: 209.0
CFCL,2023-12-13,CFCL - 2023-12-13 00:00:00 - Bear Close: 343.0
NRM,2023-12-13,NRM - 2023-12-13 00:00:00 - Bear Close: 287.0
HOTELS,2023-12-13,HOTELS - 2023-12-13 00:00:00 - Bear Close: 5417.4
DLBS,2023-12-13,DLBS - 2023-12-13 00:00:00 - Bear Close: 730.0
MBJC,2023-12-13,MBJC - 2023-12-13 00:00:00 - Bear Close: 290.0
IHL,2023-12-13,IHL - 2023-12-13 00:00:00 - Bear Close: 270.0
GRDBL,2023-12-13,GRDBL - 2023-12-13 00:00:00 - Bear Close: 317.5
DORDI,2023-12-13,DORDI - 2023-12-13 00:00:00 - Bear Close: 247.0
HLI,2023-12-13,HLI - 2023-12-13 00:00:00 - Bear Close: 448.0
PRVU,2023-12-13,PRVU - 2023-12-13 00:00:00 - Bear Close: 166.0
NHDL,2023-12-13,NHDL - 2023-12-13 00:00:00 - Bear Close: 348.0
MFIL,2023-12-13,MFIL - 2023-12-13 00:00:00 - Bear Close: 535.0
GBBL,2023-12-12,GBBL - 2023-12-12 00:00:00 - Bear Close: 390.0
NLICL,2023-12-12,NLICL - 2023-12-12 00:00:00 - Bear Close: 621.0
TAMOR,2023-12-12,TAMOR - 2023-12-12 00:00:00 - Bear Close: 271.0
SAPDBL,2023-12-12,SAPDBL - 2023-12-12 00:00:00 - Bear Close: 244.0
SHL,2023-12-12,SHL - 2023-12-12 00:00:00 - Bear Close: 466.0
GVL,2023-12-12,GVL - 2023-12-12 00:00:00 - Bear Close: 371.0
HEI,2023-12-12,HEI - 2023-12-12 00:00:00 - Bear Close: 608.0
SICL,2023-12-12,SICL - 2023-12-12 00:00:00 - Bear Close: 780.0
SIFC,2023-12-12,SIFC - 2023-12-12 00:00:00 - Bear Close: 355.0
MKHL,2023-12-12,MKHL - 2023-12-12 00:00:00 - Bear Close: 269.0
EHPL,2023-12-12,EHPL - 2023-12-12 00:00:00 - Bear Close: 347.0
NONLIFEINSU,2023-12-12,NONLIFEINSU - 2023-12-12 00:00:00 - Bear Close: 11019.28
SFCL,2023-12-12,SFCL - 2023-12-12 00:00:00 - Bear Close: 299.8
GBBD85,2023-12-12,GBBD85 - 2023-12-12 00:00:00 - Bear Close: 853.3
LIFEINSU,2023-12-12,LIFEINSU - 2023-12-12 00:00:00 - Bear Close: 11239.08
SINDU,2023-12-12,SINDU - 2023-12-12 00:00:00 - Bear Close: 267.0
LBBL,2023-12-11,LBBL - 2023-12-11 00:00:00 - Bear Close: 398.0
CHCL,2023-12-11,CHCL - 2023-12-11 00:00:00 - Bear Close: 515.0
DOLTI,2023-12-11,DOLTI - 2023-12-11 00:00:00 - Bear Close: 250.8
SKBBL,2023-12-11,SKBBL - 2023-12-11 00:00:00 - Bear Close: 960.0
VLBS,2023-12-11,VLBS - 2023-12-11 00:00:00 - Bear Close: 650.0
UAIL,2023-12-11,UAIL - 2023-12-11 00:00:00 - Bear Close: 610.0
IGI,2023-12-11,IGI - 2023-12-11 00:00:00 - Bear Close: 548.9
MAKAR,2023-12-10,MAKAR - 2023-12-10 00:00:00 - Bear Close: 259.9
HHL,2023-12-10,HHL - 2023-12-10 00:00:00 - Bear Close: 231.0
RLFL,2023-12-10,RLFL - 2023-12-10 00:00:00 - Bear Close: 352.0
PRIN,2023-12-10,PRIN - 2023-12-10 00:00:00 - Bear Close: 733.0
MDB,2023-12-10,MDB - 2023-12-10 00:00:00 - Bear Close: 425.0
LICN,2023-12-10,LICN - 2023-12-10 00:00:00 - Bear Close: 1480.0
BEDC,2023-12-10,BEDC - 2023-12-10 00:00:00 - Bear Close: 238.0
NIMB,2023-12-10,NIMB - 2023-12-10 00:00:00 - Bear Close: 182.0
BHDC,2023-12-10,BHDC - 2023-12-10 00:00:00 - Bear Close: 348.0
CORBL,2023-12-07,CORBL - 2023-12-07 00:00:00 - Bear Close: 340.0
KKHC,2023-12-07,KKHC - 2023-12-07 00:00:00 - Bear Close: 182.5
TPC,2023-12-07,TPC - 2023-12-07 00:00:00 - Bear Close: 345.0
BHDC,2023-12-06,BHDC - 2023-12-06 00:00:00 - Bull Close: 330.0
NIMB,2023-12-06,NIMB - 2023-12-06 00:00:00 - Bull Close: 174.7
BBC,2023-12-05,BBC - 2023-12-05 00:00:00 - Bull Close: 3410.6
SPHL,2023-12-05,SPHL - 2023-12-05 00:00:00 - Bull Close: 389.9
SHEL,2023-12-05,SHEL - 2023-12-05 00:00:00 - Bear Close: 275.0
GBIME,2023-12-03,GBIME - 2023-12-03 00:00:00 - Bull Close: 196.0
MFIL,2023-12-03,MFIL - 2023-12-03 00:00:00 - Bull Close: 489.0
MCHL,2023-11-30,MCHL - 2023-11-30 00:00:00 - Bear Close: 240.3
BBC,2023-11-30,BBC - 2023-11-30 00:00:00 - Bear Close: 3825.0
OHL,2023-11-30,OHL - 2023-11-30 00:00:00 - Bear Close: 740.0
GBBD85,2023-11-30,GBBD85 - 2023-11-30 00:00:00 - Bull Close: 826.2
BHDC,2023-11-29,BHDC - 2023-11-29 00:00:00 - Bear Close: 348.0
AHL,2023-11-29,AHL - 2023-11-29 00:00:00 - Bear Close: 350.0
SAHAS,2023-11-28,SAHAS - 2023-11-28 00:00:00 - Bear Close: 460.0
TRH,2023-11-28,TRH - 2023-11-28 00:00:00 - Bear Close: 828.0
MFIL,2023-11-28,MFIL - 2023-11-28 00:00:00 - Bear Close: 529.0
MHL,2023-11-28,MHL - 2023-11-28 00:00:00 - Bear Close: 342.0
NIMB,2023-11-28,NIMB - 2023-11-28 00:00:00 - Bear Close: 182.0
SIKLES,2023-11-28,SIKLES - 2023-11-28 00:00:00 - Bear Close: 394.4
USHL,2023-11-27,USHL - 2023-11-27 00:00:00 - Bear Close: 347.6
BNHC,2023-11-27,BNHC - 2023-11-27 00:00:00 - Bear Close: 359.0
RAWA,2023-11-27,RAWA - 2023-11-27 00:00:00 - Bear Close: 399.0
KRBL,2023-11-26,KRBL - 2023-11-26 00:00:00 - Bear Close: 290.0
PMHPL,2023-11-26,PMHPL - 2023-11-26 00:00:00 - Bear Close: 212.0
SMJC,2023-11-26,SMJC - 2023-11-26 00:00:00 - Bear Close: 266.0
ADBLD83,2023-11-23,ADBLD83 - 2023-11-23 00:00:00 - Bear Close: 1030.0
PCBL,2023-11-23,PCBL - 2023-11-23 00:00:00 - Bear Close: 193.4
SBID83,2023-11-23,SBID83 - 2023-11-23 00:00:00 - Bear Close: 991.0
USHL,2023-11-22,USHL - 2023-11-22 00:00:00 - Bull Close: 306.0
MCHL,2023-11-07,MCHL - 2023-11-07 00:00:00 - Bull Close: 222.3
EHPL,2023-11-06,EHPL - 2023-11-06 00:00:00 - Bull Close: 309.9
BHPL,2023-11-05,BHPL - 2023-11-05 00:00:00 - Bull Close: 386.5
NIBD84,2023-11-05,NIBD84 - 2023-11-05 00:00:00 - Bear Close: 846.5
BNHC,2023-11-05,BNHC - 2023-11-05 00:00:00 - Bull Close: 302.0
ADBL,2023-11-02,ADBL - 2023-11-02 00:00:00 - Bull Close: 248.2
USHEC,2023-11-01,USHEC - 2023-11-01 00:00:00 - Bull Close: 233.4
MHL,2023-11-01,MHL - 2023-11-01 00:00:00 - Bull Close: 281.0
EDBL,2023-11-01,EDBL - 2023-11-01 00:00:00 - Bull Close: 310.1
SMATA,2023-10-31,SMATA - 2023-10-31 00:00:00 - Bull Close: 625.0
MDB,2023-10-31,MDB - 2023-10-31 00:00:00 - Bull Close: 397.0
AHL,2023-10-31,AHL - 2023-10-31 00:00:00 - Bull Close: 317.8
EBLD86,2023-10-31,EBLD86 - 2023-10-31 00:00:00 - Bear Close: 826.0
CCBD88,2023-10-31,CCBD88 - 2023-10-31 00:00:00 - Bear Close: 930.0
SPL,2023-10-30,SPL - 2023-10-30 00:00:00 - Bull Close: 701.0
SMJC,2023-10-30,SMJC - 2023-10-30 00:00:00 - Bull Close: 245.3
BHDC,2023-10-30,BHDC - 2023-10-30 00:00:00 - Bull Close: 324.8
SMATA,2023-10-29,SMATA - 2023-10-29 00:00:00 - Bear Close: 652.6
BHDC,2023-10-19,BHDC - 2023-10-19 00:00:00 - Bear Close: 348.0
SMJC,2023-10-19,SMJC - 2023-10-19 00:00:00 - Bear Close: 251.2
CHDC,2023-10-19,CHDC - 2023-10-19 00:00:00 - Bull Close: 961.5
STC,2023-10-19,STC - 2023-10-19 00:00:00 - Bull Close: 5100.0
GRDBL,2023-10-18,GRDBL - 2023-10-18 00:00:00 - Bull Close: 296.5
TRADING,2023-10-18,TRADING - 2023-10-18 00:00:00 - Bull Close: 2753.06
CITY,2023-10-18,CITY - 2023-10-18 00:00:00 - Bull Close: 550.0
NIBD84,2023-10-17,NIBD84 - 2023-10-17 00:00:00 - Bull Close: 810.7
GHL,2023-10-17,GHL - 2023-10-17 00:00:00 - Bull Close: 173.0
CBLD88,2023-10-17,CBLD88 - 2023-10-17 00:00:00 - Bear Close: 915.0
ENL,2023-10-16,ENL - 2023-10-16 00:00:00 - Bull Close: 818.9
BHDC,2023-10-16,BHDC - 2023-10-16 00:00:00 - Bull Close: 331.3
HLBSL,2023-10-16,HLBSL - 2023-10-16 00:00:00 - Bull Close: 601.0
SMATA,2023-10-16,SMATA - 2023-10-16 00:00:00 - Bull Close: 634.9
SMJC,2023-10-16,SMJC - 2023-10-16 00:00:00 - Bull Close: 237.0
SHINE,2023-10-16,SHINE - 2023-10-16 00:00:00 - Bull Close: 358.4
MFIL,2023-10-16,MFIL - 2023-10-16 00:00:00 - Bull Close: 498.0
