Ticker,Stock Name,Sector,Today's Price,Market Cap,Daily Change (%),Weekly Change (%),Monthly Change (%),3-Month Change (%),Yearly Change (%),5-Year Change (%),EPS (Trailing),P/E Ratio,P/B Ratio,Total Revenue (Latest Quarter),Total Revenue (Previous Quarter),Total Revenue % Change,Gross Profit (Latest),Gross Profit (Previous),Gross Profit % Change,Net Profit (Latest),Net Profit (Previous),Net Profit % Change,Annualized EPS (Latest),Annualized EPS (Previous),Annualized EPS % Change,Book Value per Share (Latest),Book Value per Share (Previous),Book Value per Share % Change,Total Assets (Latest),Total Assets (Previous),Total Assets % Change,Total Liabilities (Latest),Total Liabilities (Previous),Total Liabilities % Change,Paid-up Capital (Latest),Paid-up Capital (Previous),Paid-up Capital % Change,Reserves (Latest),Reserves (Previous),Reserves % Change
KDBY,Kumari Dhanabriddhi Yojana,Mutual Fund,9.63,1.18 Ar,-0.62%,+2.43%,+4.64%,+8.99%,+12.01%,+38.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDL,Kalinchowk Darshan Limited,Hotels,790.00,4.74 Ar,-2.47%,-3.57%,-3.11%,-11.84%,-21.08%,+508.98%,-2.26,-349.89,7.54,"8,444.74","80,650.49",-89.53%,"2,204.74","53,113.96",-95.85%,"-3,386.73","27,802.86",-112.18%,-2.26,4.63,-148.72%,104.76,105.28,-0.49%,"7,74,072.59","7,36,023.04",+5.17%,"1,45,501.65","1,04,369.34",+39.41%,"6,00,000.00","6,00,000.00",0.00%,"28,570.93","31,653.70",-9.74%
KEF,Kumari Equity Fund,Mutual Fund,9.19,92.00 Cr,+1.88%,-1.74%,-0.88%,+0.22%,+10.45%,+27.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKHC,Khanikhola Hydropower Co. Ltd.,Hydro Power,214.10,1.99 Ar,-1.34%,+1.07%,-12.50%,-10.52%,-2.91%,+114.85%,-8.54,-25.06,2.63,"18,221.30","56,043.46",-67.49%,"18,221.30","56,043.46",-67.49%,"-18,914.90","-34,990.87",-45.94%,-8.54,-7.51,+13.72%,81.39,73.02,+11.46%,"15,15,350.83","14,81,004.13",+2.32%,"7,94,681.64","11,40,944.72",-30.35%,"8,85,493.70","4,65,714.30",+90.14%,"-1,64,824.51","-1,25,654.89",+31.17%
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,"1,119.00",4.56 Ar,+2.94%,+4.83%,+3.72%,+4.92%,+8.86%,+105.31%,19.96,56.07,5.84,"1,81,527.39","6,66,890.50",-72.78%,"1,08,785.81","3,81,015.15",-71.45%,"20,340.04","1,08,068.52",-81.18%,19.96,26.51,-24.71%,191.51,186.44,+2.72%,"51,50,735.49","52,95,655.97",-2.74%,"43,69,977.46","45,35,556.85",-3.65%,"4,07,692.31","4,07,692.31",0.00%,"3,73,065.72","3,52,406.81",+5.86%
KPCL,Kalika Power Company,Hydro Power,568.00,5.30 Ar,+4.60%,+2.14%,-1.63%,-4.57%,+12.89%,+342.73%,19.40,29.28,4.80,"69,362.65","1,95,936.05",-64.60%,"61,338.99","1,67,747.44",-63.43%,"45,292.29","94,182.24",-51.91%,19.40,10.08,+92.36%,118.33,113.48,+4.27%,"11,57,020.26","11,33,551.73",+2.07%,"51,886.28","73,710.04",-29.61%,"9,33,949.50","9,33,949.50",0.00%,"1,71,184.48","1,25,892.19",+35.98%
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,435.00,15.27 Ar,-1.34%,+2.65%,+0.18%,-1.80%,+15.92%,+203.02%,20.46,21.26,2.86,"13,93,631.75","58,74,639.18",-76.28%,"6,17,636.61","22,44,468.75",-72.48%,"1,97,584.14","6,35,297.08",-68.90%,20.46,18.10,+13.09%,152.32,168.13,-9.41%,"7,16,34,447.02","7,14,02,976.54",+0.32%,"6,57,52,148.65","6,55,00,260.55",+0.38%,"38,61,930.82","35,10,846.20",+10.00%,"20,20,367.55","23,91,869.79",-15.53%
KSBBLD87,9% Kamana Sewa Bikas Bank Limited Debenture 2087,Bond,"1,161.00",0.00,+0.42%,0.00%,+1.23%,+1.23%,+7.05%,+17.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KSY,Kumari Sabal Yojana,Mutual Fund,9.10,67.77 Cr,0.00%,+1.56%,+4.60%,+2.02%,+9.83%,-0.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBBL,Lumbini Bikas Bank Ltd.,Development Bank,460.00,16.67 Ar,+0.44%,-0.84%,+2.00%,-5.57%,+2.52%,+197.60%,-38.48,-11.96,2.47,"12,04,733.57","55,90,527.48",-78.45%,"4,53,831.23","18,57,387.02",-75.57%,"-3,48,577.71","3,79,884.86",-191.76%,-38.48,10.48,-467.04%,186.30,192.73,-3.34%,"6,62,21,689.08","6,79,84,820.22",-2.59%,"5,94,70,858.57","6,10,00,865.08",-2.51%,"36,23,678.16","36,23,678.16",0.00%,"31,27,152.35","33,60,276.98",-6.94%
LBLD86,10% Laxmi Bank Debenture 2086,Bond,"1,155.00",0.00,-1.71%,+0.85%,+3.44%,+6.15%,+4.45%,+11.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEC,Liberty Energy Company Limited,Hydro Power,195.50,4.40 Ar,-0.31%,+0.82%,-0.46%,-3.87%,+0.05%,+12.27%,-2.91,-67.10,2.80,"1,47,468.27","5,96,910.83",-75.29%,"1,30,438.70","5,32,627.88",-75.51%,"-16,389.62","-1,33,236.96",-87.70%,-2.91,-5.92,-50.80%,69.79,70.52,-1.03%,"60,50,686.21","61,14,453.52",-1.04%,"44,80,356.94","45,27,711.36",-1.05%,"22,50,000.00","22,50,000.00",0.00%,"-6,79,670.73","-6,63,257.84",+2.47%
LICN,Life Insurance Nepal,Life Insurance,887.00,48.78 Ar,-1.99%,+3.31%,-2.24%,+8.53%,-11.64%,+21.31%,7.88,112.54,5.68,"81,39,854.44","3,23,31,239.01",-74.82%,"9,35,907.52","38,66,547.29",-75.79%,"1,08,370.09","3,15,893.98",-65.69%,7.88,5.74,+37.22%,183.32,187.47,-2.22%,"14,93,27,871.10","14,57,75,166.50",+2.44%,"13,92,45,432.60","13,54,64,162.10",+2.79%,"55,00,000.00","55,00,000.00",0.00%,"30,91,876.79","29,90,823.08",+3.38%
LLBS,Laxmi Laghubitta Bittiya Sanstha,Microcredit,960.00,4.24 Ar,-2.93%,+2.83%,-2.08%,+2.49%,-9.76%,+3.73%,27.99,34.29,5.35,"2,34,496.84","8,81,456.46",-73.40%,"1,40,740.72","4,51,499.40",-68.83%,"30,909.03","19,600.14",+57.70%,27.99,4.44,+530.79%,179.47,161.31,+11.26%,"64,72,377.33","60,45,202.19",+7.07%,"56,79,727.91","53,32,758.51",+6.51%,"4,41,662.10","4,41,662.10",0.00%,"3,50,987.31","2,70,781.58",+29.62%
LSL,Laxmi Sunrise Bank Limited,Commercial Banks,212.90,51.83 Ar,-0.98%,+2.38%,+0.65%,+3.96%,+5.58%,+12.23%,5.46,38.99,1.15,"67,10,122.00","2,94,55,960.00",-77.22%,"27,15,176.00","1,13,76,388.00",-76.13%,"3,32,330.00","41,16,966.00",-91.93%,5.46,16.91,-67.71%,184.89,186.63,-0.93%,"45,17,20,473.00","44,37,09,909.00",+1.81%,"40,67,05,354.00","39,82,70,874.00",+2.12%,"2,43,46,512.00","2,43,46,512.00",0.00%,"2,06,68,608.00","2,10,92,521.00",-2.01%
LUK,Laxmi Unnati Kosh,Mutual Fund,9.41,61.41 Cr,-0.53%,+2.16%,+1.94%,+1.18%,+17.31%,+76.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVF2,Laxmi Value Fund 2,Mutual Fund,9.33,74.64 Cr,+0.11%,-1.89%,-0.21%,-0.64%,+18.08%,+11.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MABEL,Mabilung Energy Limited,Hydro Power,717.00,2.77 Ar,+4.31%,-0.38%,+2.29%,+96.74%,+96.74%,+96.74%,-1.70,-420.88,6.96,0.00,0.00,0.00%,0.00,0.00,0.00%,"-1,643.19",0.00,0.00%,-1.70,0.00,0.00%,103.05,0.00,0.00%,"12,87,069.08",0.00,0.00%,"8,89,492.71",0.00,0.00%,"3,85,824.00",0.00,0.00%,"11,752.37",0.00,0.00%
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,545.00,4.14 Ar,-0.67%,-0.63%,-1.49%,-8.55%,-6.04%,+115.18%,14.78,36.87,5.05,"1,27,764.24","3,88,632.41",-67.12%,"1,23,511.17","3,73,126.37",-66.90%,"28,087.22","49,492.46",-43.25%,14.78,6.51,+127.00%,108.02,104.69,+3.18%,"27,50,934.88","27,40,889.02",+0.37%,"19,29,990.75","19,45,234.18",-0.78%,"7,60,000.00","7,60,000.00",0.00%,"60,944.13","35,654.83",+70.93%
MANDU,Mandu Hydropower Limited,Hydro Power,793.00,10.81 Ar,-0.51%,+0.45%,-0.55%,-5.67%,-9.32%,+100.89%,14.74,53.79,5.54,"1,66,422.80","2,04,742.19",-18.72%,"1,58,554.95","1,72,480.25",-8.07%,"50,257.20","58,639.86",-14.30%,14.74,4.30,+242.82%,143.08,139.32,+2.70%,"51,51,189.68","48,85,259.92",+5.44%,"32,00,074.09","29,85,501.50",+7.19%,"13,63,637.00","13,63,637.00",0.00%,"5,87,478.59","5,36,121.42",+9.58%
MATRI,Matribhumi Lagubitta Bittiya Sanstha Limited,Microcredit,"1,008.00",6.33 Ar,-0.30%,+2.33%,+6.20%,+0.63%,-19.76%,+18.19%,-12.55,-80.35,5.44,"3,04,835.57","13,16,228.98",-76.84%,"1,05,911.87","4,00,829.13",-73.58%,"-19,707.92","-57,948.68",-65.99%,-12.55,-9.22,+36.04%,185.14,183.16,+1.08%,"1,19,56,991.21","1,24,06,032.43",-3.62%,"1,07,93,664.43","1,12,55,109.12",-4.10%,"6,28,357.34","6,28,357.34",0.00%,"5,34,969.44","5,22,565.97",+2.37%
MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,Hydro Power,283.00,16.98 Ar,-0.35%,+1.32%,+0.35%,-4.70%,-14.71%,+158.18%,1.10,257.36,3.02,"1,01,850.91",0.00,0.00%,"97,263.89",0.00,0.00%,"16,494.65","-41,080.00",-140.15%,1.10,-0.68,-260.61%,93.69,93.43,+0.28%,"2,24,03,747.19","2,18,75,101.00",+2.42%,"1,67,82,094.54","1,62,69,326.68",+3.15%,"60,00,000.00","60,00,000.00",0.00%,"-3,78,347.36","-3,94,225.83",-4.03%
MBL,Machhapuchhre Bank,Commercial Banks,222.00,25.80 Ar,-1.25%,+2.18%,+3.12%,+2.55%,+1.96%,+26.07%,13.83,16.05,1.44,"34,85,403.83","1,45,80,766.04",-76.10%,"14,58,948.27","57,56,716.09",-74.66%,"4,17,956.34","20,11,461.52",-79.22%,13.83,17.31,-20.08%,154.61,163.79,-5.61%,"22,65,91,698.70","21,76,02,071.50",+4.13%,"20,79,05,078.50","19,85,66,886.30",+4.70%,"1,20,86,211.56","1,16,21,357.27",+4.00%,"66,00,408.61","74,13,827.98",-10.97%
MBLEF,MBL Equity Fund,Mutual Fund,9.53,1.16 Ar,+0.32%,+1.82%,+4.40%,+5.20%,+4.40%,+4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCHL,Menchhiyam Hydropower Limited,Hydro Power,431.50,2.34 Ar,+0.09%,-5.48%,-10.93%,-16.13%,-26.31%,+68.93%,-33.07,-13.05,28.72,"33,822.74","2,971.49","+1,038.24%","33,822.74","2,971.49","+1,038.24%","-1,79,443.88","-1,83,245.63",-2.07%,-33.07,-45.03,-26.56%,15.03,14.32,+4.89%,"14,90,380.12","14,60,267.31",+2.06%,"14,08,854.73","13,82,543.67",+1.90%,"5,42,583.30","5,42,583.30",0.00%,"-4,61,057.92","-4,64,859.66",-0.82%
MDB,Miteri Development Bank,Development Bank,580.00,7.06 Ar,-2.19%,+5.52%,+3.67%,+2.21%,+0.51%,+184.61%,8.29,69.97,4.05,"1,62,255.40","5,71,167.16",-71.59%,"72,962.54","2,04,324.65",-64.29%,"25,223.27","1,30,402.07",-80.66%,8.29,10.71,-22.63%,143.28,141.11,+1.54%,"94,39,374.46","83,11,428.58",+13.57%,"76,95,535.86","65,93,982.91",+16.71%,"12,17,100.00","12,17,100.00",0.00%,"5,26,738.60","5,00,345.67",+5.27%
MEHL,Manakamana Engineering Hydropower Limited,Hydro Power,427.00,3.42 Ar,-0.93%,+1.41%,-2.27%,0.00%,-2.49%,+91.56%,9.76,43.75,6.45,"52,665.41","1,20,368.35",-56.25%,"46,454.16","97,124.95",-52.17%,"19,520.10","-20,799.31",-193.85%,9.76,-2.60,-475.40%,66.21,63.77,+3.83%,"13,35,481.02","13,23,449.90",+0.91%,"8,05,835.97","8,13,324.95",-0.92%,"8,00,000.00","8,00,000.00",0.00%,"-2,70,354.95","-2,89,875.05",-6.73%
MEL,Modi Energy Limited,Hydro Power,267.50,7.76 Ar,-0.85%,+1.81%,-7.57%,-6.29%,-12.69%,+11.03%,-5.68,-47.11,4.47,"1,08,617.00","5,24,775.00",-79.30%,"89,464.00","4,61,815.00",-80.63%,"-41,168.00","-94,703.00",-56.53%,-5.68,-3.27,+73.88%,59.79,61.10,-2.15%,"54,65,380.00","55,56,029.00",-1.63%,"37,31,535.00","37,84,144.00",-1.39%,"29,00,000.00","29,00,000.00",0.00%,"-11,66,155.00","-11,28,115.00",+3.37%
MEN,Mountain Energy Nepal Limited,Hydro Power,565.00,14.71 Ar,-0.72%,+1.63%,+3.32%,+10.14%,+14.40%,+140.13%,65.09,8.68,3.37,"6,13,559.25","13,07,246.61",-53.06%,"5,47,987.83","11,16,854.54",-50.93%,"4,23,496.69","6,29,075.95",-32.68%,65.09,24.17,+169.28%,167.78,152.11,+10.30%,"75,22,892.40","71,69,516.20",+4.93%,"31,56,106.96","32,10,502.66",-1.69%,"26,02,715.71","26,02,715.71",0.00%,"17,64,069.73","13,56,297.83",+30.07%
MERO,Mero Microfinance Bittiya Sanstha Ltd.,Microcredit,745.60,10.58 Ar,-0.59%,+2.68%,-2.34%,-6.02%,+9.16%,+24.18%,-3.43,-217.21,4.74,"4,61,600.97","19,76,873.62",-76.65%,"2,42,638.42","10,50,319.37",-76.90%,"-12,177.48","2,16,090.21",-105.64%,-3.43,15.23,-122.54%,157.35,158.11,-0.48%,"1,56,63,657.43","1,55,21,553.81",+0.92%,"1,34,30,892.03","1,32,77,952.45",+1.15%,"14,19,000.00","14,19,000.00",0.00%,"8,13,765.40","8,24,601.37",-1.31%
MFIL,Manjushree Financial Institution,Finance,718.00,9.70 Ar,+0.06%,+1.21%,+20.58%,+12.24%,+16.67%,+220.26%,13.73,52.29,4.27,"5,51,583.51","22,90,719.17",-75.92%,"2,27,290.02","8,73,211.34",-73.97%,"46,394.87","3,14,382.97",-85.24%,13.73,23.26,-40.97%,168.34,180.85,-6.92%,"2,65,51,878.31","2,63,41,022.58",+0.80%,"2,42,76,625.95","2,38,96,746.87",+1.59%,"13,51,552.85","13,51,552.85",0.00%,"9,23,699.52","10,92,722.87",-15.47%
MFLD85,9.5% Manjushree Finance Limited Debenture 2085,Bond,"1,153.50",0.00,-2.00%,0.00%,+6.04%,+5.09%,+10.69%,+17.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHCL,Molung Hydropower Company Limited,Hydro Power,389.00,3.12 Ar,-0.26%,+2.09%,-3.92%,-6.70%,-23.53%,+151.45%,20.36,19.11,4.57,"72,761.20","1,61,139.30",-54.85%,"69,645.88","1,43,582.74",-51.49%,"40,837.34","27,324.42",+49.45%,20.36,3.40,+497.81%,85.18,80.07,+6.38%,"11,78,754.74","11,67,933.70",+0.93%,"4,95,215.67","5,25,387.34",-5.74%,"8,02,500.00","8,02,500.00",0.00%,"-1,18,960.93","-1,59,953.64",-25.63%
MHL,Mandakini Hydropower Limited,Hydro Power,486.00,3.14 Ar,-0.25%,+2.57%,-2.66%,+0.45%,-39.10%,+108.36%,15.07,32.25,4.36,"44,884.75","1,09,176.15",-58.89%,"39,704.70","96,029.00",-58.65%,"24,365.99","39,897.12",-38.93%,15.07,6.17,+144.29%,111.42,107.13,+4.00%,"9,59,080.75","9,52,565.62",+0.68%,"2,38,476.80","2,59,664.50",-8.16%,"6,46,767.00","6,46,767.10",0.00%,"73,836.95","46,134.02",+60.05%
MHNL,Mountain Hydro Nepal Limited,Hydro Power,241.10,3.01 Ar,-2.39%,+2.24%,-2.29%,+1.56%,-0.80%,+34.97%,27.17,8.87,7.88,"1,95,542.31","4,37,120.19",-55.27%,"1,46,850.15","2,33,130.35",-37.01%,"84,906.01","-4,16,064.54",-120.41%,27.17,-33.29,-181.63%,30.59,23.80,+28.55%,"34,38,986.95","33,93,066.53",+1.35%,"30,56,638.59","30,95,624.17",-1.26%,"12,50,000.00","12,50,000.00",0.00%,"-8,67,651.63","-9,52,557.64",-8.91%
MKCL,Muktinath Krishi Company Limited,Trading,"1,360.00",9.52 Ar,-0.37%,+0.27%,-2.02%,-2.80%,+1.42%,+650.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKHC,Maya Khola Hydropower Company Limited,Hydro Power,357.00,3.57 Ar,-0.28%,+0.28%,-7.73%,-9.28%,-30.35%,+22.60%,11.37,31.41,5.65,"1,38,026.00","2,96,974.00",-53.52%,"1,38,026.00","2,96,974.00",-53.52%,"28,418.00","-63,581.00",-144.70%,11.37,-6.36,-278.78%,63.17,58.21,+8.51%,"32,36,472.00","32,28,703.00",+0.24%,"26,04,781.00","26,46,553.00",-1.58%,"10,00,000.00","10,00,000.00",0.00%,"-3,68,309.00","-4,17,851.00",-11.86%
MKHL,Mai Khola Hydropower Limited,Hydro Power,771.50,3.03 Ar,-1.72%,-0.49%,-3.81%,+5.37%,+28.06%,+160.36%,5.59,137.94,7.54,"19,721.02","63,198.97",-68.80%,"17,819.75","56,001.20",-68.18%,"5,483.46","2,674.51",+105.03%,5.59,0.68,+720.11%,102.36,100.95,+1.39%,"6,97,455.46","7,00,874.87",-0.49%,"2,96,041.06","3,04,976.16",-2.93%,"3,92,156.80","3,92,156.80",0.00%,"9,257.60","3,741.90",+147.40%
MKJC,Mailung Khola Jal Vidhyut Company Limited,Hydro Power,510.40,1.92 Ar,-1.68%,+0.60%,-4.58%,-16.27%,-1.87%,+184.59%,10.31,49.52,4.90,"32,187.82","89,203.29",-63.92%,"29,325.89","77,789.21",-62.30%,"9,697.10","3,506.66",+176.53%,10.31,0.93,"+1,006.14%",104.09,101.31,+2.74%,"8,02,234.06","8,07,618.06",-0.67%,"4,10,518.42","4,26,363.34",-3.72%,"3,76,319.80","3,76,319.80",0.00%,"15,395.84","4,934.92",+211.98%
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,327.00",2.97 Ar,-1.04%,-10.48%,-10.60%,-10.30%,-13.82%,+103.46%,60.09,22.09,6.29,"1,27,429.09","4,13,138.19",-69.16%,"81,440.98","2,09,104.43",-61.05%,"33,637.92","84,153.01",-60.03%,60.09,37.58,+59.89%,210.87,191.29,+10.23%,"33,95,042.78","35,92,629.55",-5.50%,"29,22,846.15","31,64,267.35",-7.63%,"2,23,933.15","2,23,933.15",0.00%,"2,48,263.49","2,04,429.04",+21.44%
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,359.00,15.42 Ar,-1.78%,+3.10%,+0.84%,-0.17%,+7.50%,+145.97%,9.08,39.54,2.17,"11,32,788.95","49,55,665.98",-77.14%,"5,08,938.04","20,19,778.30",-74.80%,"97,512.44","5,06,665.44",-80.75%,9.08,11.79,-23.02%,165.43,166.04,-0.36%,"6,38,58,523.73","6,51,60,917.90",-2.00%,"5,67,50,901.30","5,80,27,275.31",-2.20%,"42,96,458.16","42,96,458.16",0.00%,"28,11,164.27","28,37,184.44",-0.92%
MLBLD89,11% Mahalaxmi Debenture 2089,Bond,"1,311.00",0.00,-1.89%,+3.24%,-1.02%,+9.17%,+9.98%,+25.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBLPO,Mahalaxmi Bikas Bank Promoter,Development Bank,198.00,1.98 Cr,-1.98%,0.00%,0.00%,-1.94%,-12.93%,+187.26%,9.08,21.81,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLBS,Manushi Laghubitta Bittiya Sanstha Limited,Microcredit,"1,450.00",1.59 Ar,-0.61%,-1.76%,-4.02%,-7.07%,-27.96%,+267.02%,15.69,92.40,10.85,"52,188.51","2,04,884.13",-74.53%,"24,369.65","1,00,122.15",-75.66%,"4,291.03","13,034.57",-67.08%,15.69,11.92,+31.68%,133.66,125.82,+6.23%,"16,02,856.80","16,36,543.37",-2.06%,"14,56,665.59","14,98,925.03",-2.82%,"1,09,375.00","1,09,375.00",0.00%,"36,816.21","28,243.35",+30.35%
MLBSL,Mahila Lagubitta Bittiya Sanstha Limited,Microcredit,"1,955.00",4.25 Ar,-0.71%,+2.50%,-2.99%,-8.33%,-21.24%,+861.53%,37.23,52.51,7.78,"1,77,058.01","6,92,440.73",-74.43%,"88,146.04","2,99,770.28",-70.60%,"20,248.53","84,147.31",-75.94%,37.23,38.68,-3.75%,251.23,238.07,+5.53%,"56,80,107.39","56,66,081.09",+0.25%,"51,33,522.51","51,48,134.75",-0.28%,"2,17,562.50","2,17,562.50",0.00%,"3,29,022.38","3,00,383.85",+9.53%
MMF1,Mega Mutual Fund -1,Mutual Fund,8.60,1.07 Ar,-1.38%,+3.07%,+2.71%,-0.23%,+8.57%,+1.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,Hydro Power,614.79,6.15 Ar,-1.95%,+3.31%,+7.49%,+0.80%,-4.86%,+141.53%,24.23,25.37,6.44,"1,47,859.46","3,50,228.12",-57.78%,"1,33,667.34","2,92,206.51",-54.26%,"60,576.80","-6,386.76","-1,048.48%",24.23,-0.64,"-3,893.90%",95.53,89.52,+6.72%,"31,56,006.34","31,38,461.23",+0.56%,"22,00,661.36","22,43,242.70",-1.90%,"10,00,000.00","10,00,000.00",0.00%,"-44,655.02","-1,04,781.47",-57.38%
MNBBL,Muktinath Bikas Bank,Development Bank,352.00,24.81 Ar,-0.82%,+3.59%,+0.40%,-10.91%,+10.36%,+78.78%,12.76,27.59,2.07,"26,27,188.00","1,10,46,060.00",-76.22%,"11,85,510.00","45,57,223.00",-73.99%,"2,24,774.00","15,37,431.00",-85.38%,12.76,21.82,-41.52%,170.02,169.95,+0.04%,"13,17,20,334.00","13,69,04,797.00",-3.79%,"11,97,39,200.00","12,49,28,335.00",-4.15%,"70,46,938.00","70,46,938.00",0.00%,"49,34,195.00","49,29,524.00",+0.09%
MNMF1,Muktinath Mutual Fund 1,Mutual Fund,9.15,1.14 Ar,+1.10%,+0.56%,+1.57%,+0.56%,-4.23%,-4.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPFL,Multipurpose Finance,Finance,606.10,3.70 Ar,-1.13%,+6.98%,+12.27%,+11.62%,+2.17%,+401.27%,8.89,68.15,5.07,"64,262.88","2,63,969.77",-75.66%,"17,691.97","87,602.55",-79.80%,"13,567.70","23,324.32",-41.83%,8.89,3.82,+132.68%,119.60,126.01,-5.09%,"39,77,532.97","39,74,124.73",+0.09%,"32,47,753.75","32,05,217.90",+1.33%,"6,10,200.00","6,10,200.00",0.00%,"1,19,579.21","1,58,706.83",-24.65%
MSHL,Mid Solu Hydropower Limited,Hydro Power,840.00,6.29 Ar,-0.67%,+6.03%,+7.91%,+4.55%,+6.61%,+194.97%,22.36,37.57,6.68,"89,738.93","3,15,759.45",-71.58%,"81,829.14","2,86,024.21",-71.39%,"41,835.43","1,32,140.03",-68.34%,22.36,17.66,+26.64%,125.76,120.17,+4.65%,"21,80,924.39","22,02,601.01",-0.98%,"12,39,755.14","13,03,281.33",-4.87%,"7,48,400.00","7,48,400.00",0.00%,"1,92,769.25","1,50,919.68",+27.73%
MSLB,Mahuli Samudayik Laghubitta Sanstha Ltd.,Microcredit,"1,272.00",4.71 Ar,-0.56%,-0.38%,-10.67%,-4.36%,-12.94%,+50.01%,37.43,33.98,5.69,"1,95,936.37","7,17,415.84",-72.69%,"1,11,373.59","3,67,287.81",-69.68%,"34,615.42","1,14,529.91",-69.78%,37.43,30.96,+20.90%,223.60,214.39,+4.30%,"60,08,456.96","57,86,417.62",+3.84%,"51,81,305.70","49,93,356.51",+3.76%,"3,69,923.50","3,69,923.50",0.00%,"4,57,227.76","4,23,137.60",+8.06%
NABBC,Narayani Development Bank,Development Bank,"1,180.00",3.10 Ar,+2.43%,+0.61%,+19.27%,+52.99%,+122.20%,+713.42%,-33.69,-35.02,62.76,"5,043.52","35,718.65",-85.88%,"-1,230.15",-299.00,+311.42%,"-22,107.03","-25,169.20",-12.17%,-33.69,-9.59,+251.33%,18.80,27.15,-30.74%,"4,38,729.37","5,80,953.78",-24.48%,"3,89,383.15","5,09,706.57",-23.61%,"2,62,467.60","2,62,467.60",0.00%,"-2,13,121.38","-1,91,220.38",+11.45%
NABIL,Nabil Bank,Commercial Banks,492.00,133.12 Ar,-0.95%,+2.08%,-0.83%,-2.31%,+1.39%,-22.61%,25.97,18.94,2.04,"98,01,139.00","4,04,70,486.00",-75.78%,"39,01,260.00","1,63,27,297.00",-76.11%,"17,56,991.00","71,27,567.00",-75.35%,25.97,26.34,-1.40%,240.72,235.58,+2.18%,"67,55,23,530.00","63,81,55,759.00",+5.86%,"61,03,91,361.00","57,44,16,188.00",+6.26%,"2,70,56,997.00","2,70,56,997.00",0.00%,"3,80,75,172.00","3,66,82,576.00",+3.80%
NABILD2089,7% Nabil Debenture 2089,Bond,"1,081.00",0.00,-1.01%,-0.27%,-0.67%,+2.15%,+2.15%,+2.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NABILD87,9% Nabil Debenture 2087,Bond,"1,178.09",0.00,0.00%,+1.56%,+1.39%,+2.35%,+8.48%,+17.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NADEP,Nadep Laghubitta Bittiya Sanstha Ltd.,Microcredit,820.00,3.98 Ar,+0.26%,+3.53%,+4.47%,+2.24%,-16.96%,-21.28%,4.75,172.64,5.32,"1,84,280.45","8,21,291.34",-77.56%,"90,686.40","4,01,096.72",-77.39%,"5,768.08","53,727.15",-89.26%,4.75,11.06,-57.06%,154.24,166.08,-7.13%,"67,91,773.74","64,68,273.45",+5.00%,"60,42,555.84","56,61,542.51",+6.73%,"4,85,760.00","4,85,760.00",0.00%,"2,63,457.91","3,20,970.95",-17.92%
NBBD2085,10.25% NBBL Debenture 2085,Bond,"1,163.09",0.00,-1.68%,+2.96%,+4.51%,+2.74%,-0.41%,+12.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBF2,Nabil Balanced Fund 2,Mutual Fund,9.59,1.07 Ar,+0.84%,+0.11%,+3.71%,+0.53%,+11.56%,+71.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBF3,Nabil Balanced Fund-3,Mutual Fund,9.11,1.14 Ar,+0.11%,-0.33%,+0.44%,-0.33%,+9.25%,+3.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBL,Nepal Bank,Commercial Banks,238.00,34.97 Ar,-0.38%,+0.80%,-3.47%,-4.25%,-10.19%,-14.10%,16.01,14.86,0.91,"55,83,299.33","2,30,68,579.39",-75.80%,"25,69,500.39","1,00,87,151.82",-74.53%,"5,88,287.50","37,73,008.99",-84.41%,16.01,25.68,-37.63%,260.32,259.81,+0.19%,"40,33,40,238.20","39,93,21,863.80",+1.01%,"36,50,89,129.50","36,11,44,882.00",+1.09%,"1,46,94,022.93","1,46,94,022.93",0.00%,"2,35,57,085.72","2,34,82,958.83",+0.32%
